2025-06-28 12:02:50,687 [WARNING] Thread-1 (camera_stream_thread): pyzed not found. Using webcam as fallback.
2025-06-28 12:02:50,691 [INFO] Thread-4 (depth_analyzer_thread): DepthAnalyzer initialized. Obstacle threshold: 2000 mm
2025-06-28 12:02:50,693 [INFO] Thread-5 (road_processor_thread): RoadProcessor initialized. Default speed: 30 km/h
2025-06-28 12:02:50,694 [INFO] MainThread: Tüm iş parçacıkları başlatıldı. Çıkmak için Ctrl+C.
2025-06-28 12:02:50,696 [INFO] Thread-6 (direction_controller_thread): DirectionController initialized.
2025-06-28 12:02:50,696 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:02:55,057 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:02:55,157 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:02:55,258 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:02:55,360 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:02:55,461 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:02:55,562 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:02:55,663 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:02:55,765 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:02:55,866 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:02:55,968 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:02:56,069 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:02:56,170 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:02:56,271 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:02:56,372 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:02:56,473 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:02:56,574 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:02:56,675 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:02:56,776 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:02:56,877 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:02:56,978 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:02:57,080 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:02:57,183 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:02:57,284 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:02:57,385 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:02:57,487 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:02:57,588 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:02:57,690 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:02:57,790 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:02:57,891 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:02:57,992 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:02:58,093 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:02:58,194 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:02:58,295 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:02:58,397 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:02:58,497 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:02:58,598 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:02:58,699 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:02:58,799 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:02:58,900 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:02:59,002 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:02:59,106 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:02:59,207 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:02:59,308 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:02:59,409 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:02:59,510 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:02:59,611 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:02:59,712 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:02:59,813 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:02:59,914 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:00,015 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:00,118 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:00,222 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:00,322 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:00,423 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:00,524 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:00,625 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:00,727 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:00,828 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:00,929 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:01,029 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:01,131 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:01,232 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:01,332 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:01,433 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:01,534 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:01,635 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:01,736 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:01,837 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:01,938 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:02,039 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:02,152 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:02,253 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:02,353 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:02,455 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:02,556 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:02,657 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:02,758 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:02,859 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:02,960 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:03,061 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:03,162 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:03,262 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:03,363 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:03,465 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:03,566 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:03,667 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:03,768 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:03,870 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:03,970 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:04,072 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:04,173 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:04,274 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:04,375 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:04,476 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:04,582 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:04,685 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:04,786 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:04,890 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:04,991 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:05,093 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:05,194 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:05,295 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:05,396 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:05,497 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:05,597 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:05,698 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:05,799 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:05,902 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:06,003 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:06,104 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:06,206 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:06,307 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:06,407 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:06,509 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:06,610 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:06,710 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:06,812 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:06,913 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:07,014 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:07,115 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:07,216 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:07,317 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:07,418 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:07,518 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:07,619 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:07,720 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:07,820 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:07,921 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:08,022 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:08,124 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:08,225 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:08,326 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:08,427 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:08,528 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:08,630 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:08,731 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:08,831 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:08,932 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:09,033 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:09,134 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:09,236 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:09,337 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:09,439 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
2025-06-28 12:03:09,540 [INFO] Thread-6 (direction_controller_thread): DirectionController: Steering: 0 deg, Speed: 30 km/h, Status: Düz
